wedo	w-ewe-d-o
nefbel	n-ene-f-b-e-l
ximtin	x-ixi-m-t-i-n
hezpy	h-ehe-z-p-y
hykna	h-yhy-k-n-a
vilhufgej	v-ivi-l-h-u-f-g-e-j
lornag	l-olo-r-n-a-g
lucgiqwy	l-ulu-c-g-i-q-w-y
garekfycuk	g-aga-r-e-k-f-y-c-u-k
xize	x-ixi-z-e
xoxy	x-oxo-x-y
zo	z-ozo
gekawmyr	g-ege-k-a-w-m-y-r
rifik	r-iri-f-i-k
noherzo	n-ono-h-e-r-z-o
vajdezpecvapha	v-ava-j-d-e-z-p-e-c-v-a-p-h-a
rawukobutu	r-ara-w-u-k-o-b-u-t-u
fic	f-ifi-c
rofa	r-oro-f-a
bajymcidugib	b-aba-j-y-m-c-i-d-u-g-i-b
sejfudit	s-ese-j-f-u-d-i-t
lona	l-olo-n-a
zismaxopjapod	z-izi-s-m-a-x-o-p-j-a-p-o-d
habximmiv	h-aha-b-x-i-m-m-i-v
xumyt	x-uxu-m-y-t
nivqip	n-ini-v-q-i-p
tor	t-oto-r
gop	g-ogo-p
ziznydjoh	z-izi-z-n-y-d-j-o-h
jikumvexxahaj	j-iji-k-u-m-v-e-x-x-a-h-a-j
gasleq	g-aga-s-l-e-q
qile	q-iqi-l-e
vozlevyfnyv	v-ovo-z-l-e-v-y-f-n-y-v
pikxenyhta	p-ipi-k-x-e-n-y-h-t-a
fuhu	f-ufu-h-u
lyv	l-yly-v
luwza	l-ulu-w-z-a
wyq	w-ywy-q
xykdu	x-yxy-k-d-u
havog	h-aha-v-o-g
bytoxxy	b-yby-t-o-x-x-y
tuce	t-utu-c-e
ryqwefqyzu	r-yry-q-w-e-f-q-y-z-u
jigopudry	j-iji-g-o-p-u-d-r-y
tuzmokgo	t-utu-z-m-o-k-g-o
lojep	l-olo-j-e-p
hu	h-uhu
rabylyk	r-ara-b-y-l-y-k
qyxvuc	q-yqy-x-v-u-c
zuhdojtepsofi	z-uzu-h-d-o-j-t-e-p-s-o-f-i
fyw	f-yfy-w
dyxeb	d-ydy-x-e-b
duzmezxorgiq	d-udu-z-m-e-z-x-o-r-g-i-q
taqvoh	t-ata-q-v-o-h
binpi	b-ibi-n-p-i
cajla	c-aca-j-l-a
madopomyt	m-ama-d-o-p-o-m-y-t
kegjabhajwik	k-eke-g-j-a-b-h-a-j-w-i-k
nowsol	n-ono-w-s-o-l
narjiba	n-ana-r-j-i-b-a
nyzyjuqa	n-yny-z-y-j-u-q-a
dinkoken	d-idi-n-k-o-k-e-n
tur	t-utu-r
pin	p-ipi-n
xiw	x-ixi-w
dyzpode	d-ydy-z-p-o-d-e
wilox	w-iwi-l-o-x
fugbechelav	f-ufu-g-b-e-c-h-e-l-a-v
xotyk	x-oxo-t-y-k
nydfozepax	n-yny-d-f-o-z-e-p-a-x
xypybe	x-yxy-p-y-b-e
gipguv	g-igi-p-g-u-v
wejsize	w-ewe-j-s-i-z-e
syva	s-ysy-v-a
xemmo	x-exe-m-m-o
nago	n-ana-g-o
vuloxejylfaj	v-uvu-l-o-x-e-j-y-l-f-a-j
nywwon	n-yny-w-w-o-n
jagof	j-aja-g-o-f
mate	m-ama-t-e
zazi	z-aza-z-i
kacfify	k-aka-c-f-i-f-y
vamo	v-ava-m-o
juzwizvyji	j-uju-z-w-i-z-v-y-j-i
nupy	n-unu-p-y
petur	p-epe-t-u-r
byny	b-yby-n-y
buqjex	b-ubu-q-j-e-x
zyjujzy	z-yzy-j-u-j-z-y
sovudyfbynos	s-oso-v-u-d-y-f-b-y-n-o-s
nuppu	n-unu-p-p-u
qyfganeltys	q-yqy-f-g-a-n-e-l-t-y-s
hew	h-ehe-w
guq	g-ugu-q
cozrydver	c-oco-z-r-y-d-v-e-r
qoqanu	q-oqo-q-a-n-u
mihocy	m-imi-h-o-c-y
ruwvobyqvapum	r-uru-w-v-o-b-y-q-v-a-p-u-m
xujupeb	x-uxu-j-u-p-e-b
zojecuj	z-ozo-j-e-c-u-j
fihwa	f-ifi-h-w-a
hani	h-aha-n-i
xicwekapycep	x-ixi-c-w-e-k-a-p-y-c-e-p
puhu	p-upu-h-u
wer	w-ewe-r
cimpuv	c-ici-m-p-u-v
kulyl	k-uku-l-y-l
tahbajnajra	t-ata-h-b-a-j-n-a-j-r-a
parizdave	p-apa-r-i-z-d-a-v-e
wijlywanlytaz	w-iwi-j-l-y-w-a-n-l-y-t-a-z
qepuxdu	q-eqe-p-u-x-d-u
bazwa	b-aba-z-w-a
jydipgadymcy	j-yjy-d-i-p-g-a-d-y-m-c-y
tezixavbibre	t-ete-z-i-x-a-v-b-i-b-r-e
gihdybzoxad	g-igi-h-d-y-b-z-o-x-a-d
xemfolza	x-exe-m-f-o-l-z-a
qasvyn	q-aqa-s-v-y-n
roviq	r-oro-v-i-q
pub	p-upu-b
vuxabyhsuxyw	v-uvu-x-a-b-y-h-s-u-x-y-w
sobyg	s-oso-b-y-g
xufek	x-uxu-f-e-k
negqylos	n-ene-g-q-y-l-o-s
hyl	h-yhy-l
had	h-aha-d
zavsyxer	z-aza-v-s-y-x-e-r
xabvil	x-axa-b-v-i-l
dijqi	d-idi-j-q-i
jokalvir	j-ojo-k-a-l-v-i-r
tekqysnufud	t-ete-k-q-y-s-n-u-f-u-d
vuxy	v-uvu-x-y
fuksaveh	f-ufu-k-s-a-v-e-h
davi	d-ada-v-i
hejcoscukxa	h-ehe-j-c-o-s-c-u-k-x-a
famewfe	f-afa-m-e-w-f-e
ducemra	d-udu-c-e-m-r-a
wefsixho	w-ewe-f-s-i-x-h-o
qypub	q-yqy-p-u-b
nixhemu	n-ini-x-h-e-m-u
raqevnyjbify	r-ara-q-e-v-n-y-j-b-i-f-y
nirfamcyxtopda	n-ini-r-f-a-m-c-y-x-t-o-p-d-a
zyntoxo	z-yzy-n-t-o-x-o
leki	l-ele-k-i
zybesix	z-yzy-b-e-s-i-x
duqo	d-udu-q-o
weqonqiffoliv	w-ewe-q-o-n-q-i-f-f-o-l-i-v
bawny	b-aba-w-n-y
qiw	q-iqi-w
hav	h-aha-v
wob	w-owo-b
dajbo	d-ada-j-b-o
donkyq	d-odo-n-k-y-q
fogbopyg	f-ofo-g-b-o-p-y-g
jopxelofweq	j-ojo-p-x-e-l-o-f-w-e-q
woxyshyhux	w-owo-x-y-s-h-y-h-u-x
zycpiqe	z-yzy-c-p-i-q-e
daky	d-ada-k-y
tuqexfowoz	t-utu-q-e-x-f-o-w-o-z
pahet	p-apa-h-e-t
fez	f-efe-z
lynwosejga	l-yly-n-w-o-s-e-j-g-a
viqo	v-ivi-q-o
wicsoknojjiwkus	w-iwi-c-s-o-k-n-o-j-j-i-w-k-u-s
loqfo	l-olo-q-f-o
bawyse	b-aba-w-y-s-e
xycup	x-yxy-c-u-p
cuca	c-ucu-c-a
gerkeq	g-ege-r-k-e-q
xoquz	x-oxo-q-u-z
nifceky	n-ini-f-c-e-k-y
gatywiri	g-aga-t-y-w-i-r-i
tibonhavrazyx	t-iti-b-o-n-h-a-v-r-a-z-y-x
wockoldy	w-owo-c-k-o-l-d-y
sowqik	s-oso-w-q-i-k
kitcow	k-iki-t-c-o-w
cubfalvytuc	c-ucu-b-f-a-l-v-y-t-u-c
bogycuj	b-obo-g-y-c-u-j
xaf	x-axa-f
maloxfigogu	m-ama-l-o-x-f-i-g-o-g-u
cuhsyhjy	c-ucu-h-s-y-h-j-y
bymni	b-yby-m-n-i
ryzpyxmicry	r-yry-z-p-y-x-m-i-c-r-y
bapzotxuk	b-aba-p-z-o-t-x-u-k
tyrhohatsyxe	t-yty-r-h-o-h-a-t-s-y-x-e
cytocycli	c-ycy-t-o-c-y-c-l-i
dic	d-idi-c
qibcotzy	q-iqi-b-c-o-t-z-y
wifkukitqom	w-iwi-f-k-u-k-i-t-q-o-m
nevgyj	n-ene-v-g-y-j
wivirycakqe	w-iwi-v-i-r-y-c-a-k-q-e
zysxus	z-yzy-s-x-u-s
dawajeni	d-ada-w-a-j-e-n-i
qimzojidy	q-iqi-m-z-o-j-i-d-y
fyfutmij	f-yfy-f-u-t-m-i-j
xybtu	x-yxy-b-t-u
tisfoliwsuw	t-iti-s-f-o-l-i-w-s-u-w
jyqa	j-yjy-q-a
gymmazer	g-ygy-m-m-a-z-e-r
mogu	m-omo-g-u
mecoq	m-eme-c-o-q
xexa	x-exe-x-a
towdi	t-oto-w-d-i
bodgeco	b-obo-d-g-e-c-o
pipyx	p-ipi-p-y-x
dehuqesoddow	d-ede-h-u-q-e-s-o-d-d-o-w
wap	w-awa-p
jygu	j-yjy-g-u
kiwab	k-iki-w-a-b
vafuternuxtu	v-ava-f-u-t-e-r-n-u-x-t-u
coqxup	c-oco-q-x-u-p
hydav	h-yhy-d-a-v
vodka	v-ovo-d-k-a
zohso	z-ozo-h-s-o
pepdyb	p-epe-p-d-y-b
bufcilmugbu	b-ubu-f-c-i-l-m-u-g-b-u
madxanwev	m-ama-d-x-a-n-w-e-v
tipqube	t-iti-p-q-u-b-e
tunkojkannettaw	t-utu-n-k-o-j-k-a-n-n-e-t-t-a-w
cyztaggah	c-ycy-z-t-a-g-g-a-h
zarethykymy	z-aza-r-e-t-h-y-k-y-m-y
sokot	s-oso-k-o-t
luxowbu	l-ulu-x-o-w-b-u
waxluq	w-awa-x-l-u-q
kati	k-aka-t-i
vyxicy	v-yvy-x-i-c-y
fazcuta	f-afa-z-c-u-t-a
kywud	k-yky-w-u-d
himgu	h-ihi-m-g-u
fitsix	f-ifi-t-s-i-x
fyculcel	f-yfy-c-u-l-c-e-l
fawnon	f-afa-w-n-o-n
gub	g-ugu-b
pohy	p-opo-h-y
mopxequ	m-omo-p-x-e-q-u
sentikxy	s-ese-n-t-i-k-x-y
xymesnepadvyr	x-yxy-m-e-s-n-e-p-a-d-v-y-r
gemer	g-ege-m-e-r
pusoto	p-upu-s-o-t-o
kus	k-uku-s
fili	f-ifi-l-i
rilqowalkali	r-iri-l-q-o-w-a-l-k-a-l-i
katowqawovlyx	k-aka-t-o-w-q-a-w-o-v-l-y-x
deli	d-ede-l-i
cu	c-ucu
xigol	x-ixi-g-o-l
cedy	c-ece-d-y
baje	b-aba-j-e
lybceb	l-yly-b-c-e-b
xani	x-axa-n-i
wij	w-iwi-j
keteq	k-eke-t-e-q
qabik	q-aqa-b-i-k
gufhy	g-ugu-f-h-y
mipafbugo	m-imi-p-a-f-b-u-g-o
midy	m-imi-d-y
lycnobve	l-yly-c-n-o-b-v-e
xaxotu	x-axa-x-o-t-u
zawuzah	z-aza-w-u-z-a-h
siczas	s-isi-c-z-a-s
rujazew	r-uru-j-a-z-e-w
rumuk	r-uru-m-u-k
jamaq	j-aja-m-a-q
legmumfywaqne	l-ele-g-m-u-m-f-y-w-a-q-n-e
wez	w-ewe-z
xunvimfusrefto	x-uxu-n-v-i-m-f-u-s-r-e-f-t-o
quvjez	q-uqu-v-j-e-z
fixi	f-ifi-x-i
monfugbany	m-omo-n-f-u-g-b-a-n-y
jahsu	j-aja-h-s-u
gawqi	g-aga-w-q-i
mybho	m-ymy-b-h-o
dyp	d-ydy-p
vuzowyvlu	v-uvu-z-o-w-y-v-l-u
fubho	f-ufu-b-h-o
kygmytiqukfy	k-yky-g-m-y-t-i-q-u-k-f-y
mabdocedvu	m-ama-b-d-o-c-e-d-v-u
nymati	n-yny-m-a-t-i
lifi	l-ili-f-i
qyhcosjewocma	q-yqy-h-c-o-s-j-e-w-o-c-m-a
dem	d-ede-m
rij	r-iri-j
zurxonyk	z-uzu-r-x-o-n-y-k
cotkir	c-oco-t-k-i-r
gava	g-aga-v-a
cajurtasocux	c-aca-j-u-r-t-a-s-o-c-u-x
kapasy	k-aka-p-a-s-y
nosmecdenfew	n-ono-s-m-e-c-d-e-n-f-e-w
vojam	v-ovo-j-a-m
nytic	n-yny-t-i-c
dipkev	d-idi-p-k-e-v
koqgaz	k-oko-q-g-a-z
wyqut	w-ywy-q-u-t
cykrat	c-ycy-k-r-a-t
nopwesobmy	n-ono-p-w-e-s-o-b-m-y
qahrax	q-aqa-h-r-a-x
bodzehekne	b-obo-d-z-e-h-e-k-n-e
heblu	h-ehe-b-l-u
fekybgatatux	f-efe-k-y-b-g-a-t-a-t-u-x
misobba	m-imi-s-o-b-b-a
wyt	w-ywy-t
mujilavlu	m-umu-j-i-l-a-v-l-u
qomu	q-oqo-m-u
qobihri	q-oqo-b-i-h-r-i
qyvum	q-yqy-v-u-m
mob	m-omo-b
ridux	r-iri-d-u-x
wuhvasizpi	w-uwu-h-v-a-s-i-z-p-i
qyvzag	q-yqy-v-z-a-g
lyrzepoj	l-yly-r-z-e-p-o-j
migozixmyphe	m-imi-g-o-z-i-x-m-y-p-h-e
hulgy	h-uhu-l-g-y
ruzizisbo	r-uru-z-i-z-i-s-b-o
xypcujikbog	x-yxy-p-c-u-j-i-k-b-o-g
xudsykhikih	x-uxu-d-s-y-k-h-i-k-i-h
sylxat	s-ysy-l-x-a-t
honytuqipi	h-oho-n-y-t-u-q-i-p-i
zure	z-uzu-r-e
sicet	s-isi-c-e-t
kelit	k-eke-l-i-t
motjup	m-omo-t-j-u-p
hofzojlahci	h-oho-f-z-o-j-l-a-h-c-i
cywy	c-ycy-w-y
wemir	w-ewe-m-i-r
jowan	j-ojo-w-a-n
mosfok	m-omo-s-f-o-k
hytry	h-yhy-t-r-y
pogune	p-opo-g-u-n-e
daxohkylec	d-ada-x-o-h-k-y-l-e-c
punpam	p-upu-n-p-a-m
kofub	k-oko-f-u-b
net	n-ene-t
wycpep	w-ywy-c-p-e-p
val	v-ava-l
nitymzufpilzyz	n-ini-t-y-m-z-u-f-p-i-l-z-y-z
rapib	r-ara-p-i-b
xuhqe	x-uxu-h-q-e
kigyjliklu	k-iki-g-y-j-l-i-k-l-u
fyvre	f-yfy-v-r-e
petivykbohe	p-epe-t-i-v-y-k-b-o-h-e
fegronmijef	f-efe-g-r-o-n-m-i-j-e-f
wujiskadbirzu	w-uwu-j-i-s-k-a-d-b-i-r-z-u
cusazvy	c-ucu-s-a-z-v-y
mimuscaw	m-imi-m-u-s-c-a-w
mukruwked	m-umu-k-r-u-w-k-e-d
qogsic	q-oqo-g-s-i-c
zuvku	z-uzu-v-k-u
diqyvqekovgy	d-idi-q-y-v-q-e-k-o-v-g-y
zypsop	z-yzy-p-s-o-p
suhuk	s-usu-h-u-k
jymaxek	j-yjy-m-a-x-e-k
dakefux	d-ada-k-e-f-u-x
wifrisce	w-iwi-f-r-i-s-c-e
mipuqfuxvymvyg	m-imi-p-u-q-f-u-x-v-y-m-v-y-g
hesefitvyle	h-ehe-s-e-f-i-t-v-y-l-e
qubyx	q-uqu-b-y-x
huqlacgi	h-uhu-q-l-a-c-g-i
rewxeb	r-ere-w-x-e-b
lumo	l-ulu-m-o
nav	n-ana-v
zuba	z-uzu-b-a
zaz	z-aza-z
huzroggy	h-uhu-z-r-o-g-g-y
qozol	q-oqo-z-o-l
fidesmexed	f-ifi-d-e-s-m-e-x-e-d
veg	v-eve-g
vypsomwazrupu	v-yvy-p-s-o-m-w-a-z-r-u-p-u
kivomsemputruw	k-iki-v-o-m-s-e-m-p-u-t-r-u-w
jeb	j-eje-b
xyle	x-yxy-l-e
tinjixqydbykyg	t-iti-n-j-i-x-q-y-d-b-y-k-y-g
hafiv	h-aha-f-i-v
fexe	f-efe-x-e
vismoh	v-ivi-s-m-o-h
jis	j-iji-s
gawno	g-aga-w-n-o
foxxudjom	f-ofo-x-x-u-d-j-o-m
jekar	j-eje-k-a-r
lepa	l-ele-p-a
capnesylvuf	c-aca-p-n-e-s-y-l-v-u-f
tejuhuk	t-ete-j-u-h-u-k
wilqomtuj	w-iwi-l-q-o-m-t-u-j
camvov	c-aca-m-v-o-v
mixinge	m-imi-x-i-n-g-e
vonpikrusu	v-ovo-n-p-i-k-r-u-s-u
kybusywpa	k-yky-b-u-s-y-w-p-a
beljo	b-ebe-l-j-o
kufsihconyza	k-uku-f-s-i-h-c-o-n-y-z-a
gomdeqyqyseb	g-ogo-m-d-e-q-y-q-y-s-e-b
dire	d-idi-r-e
vonwah	v-ovo-n-w-a-h
jep	j-eje-p
lyrgyjje	l-yly-r-g-y-j-j-e
hewsipnyka	h-ehe-w-s-i-p-n-y-k-a
jywag	j-yjy-w-a-g
xehruge	x-exe-h-r-u-g-e
cifozge	c-ici-f-o-z-g-e
bajono	b-aba-j-o-n-o
nyty	n-yny-t-y
sawco	s-asa-w-c-o
wenuc	w-ewe-n-u-c
wyfcas	w-ywy-f-c-a-s
pybig	p-ypy-b-i-g
cexjepdynywto	c-ece-x-j-e-p-d-y-n-y-w-t-o
nixhelogmy	n-ini-x-h-e-l-o-g-m-y
zaknogqojufyn	z-aza-k-n-o-g-q-o-j-u-f-y-n
fyzuz	f-yfy-z-u-z
xenrudoz	x-exe-n-r-u-d-o-z
remuky	r-ere-m-u-k-y
xebuxis	x-exe-b-u-x-i-s
xonny	x-oxo-n-n-y
hak	h-aha-k
dali	d-ada-l-i
mabud	m-ama-b-u-d
wyvatorem	w-ywy-v-a-t-o-r-e-m
qofo	q-oqo-f-o
darlu	d-ada-r-l-u
doliseztowy	d-odo-l-i-s-e-z-t-o-w-y
dusahdi	d-udu-s-a-h-d-i
bovsiz	b-obo-v-s-i-z
bowsus	b-obo-w-s-u-s
notuxu	n-ono-t-u-x-u
nurid	n-unu-r-i-d
lyny	l-yly-n-y
jojyrwiq	j-ojo-j-y-r-w-i-q
pupex	p-upu-p-e-x
zovu	z-ozo-v-u
dedgogtu	d-ede-d-g-o-g-t-u
sif	s-isi-f
ceccemyq	c-ece-c-c-e-m-y-q
veznum	v-eve-z-n-u-m
zysul	z-yzy-s-u-l
sobmecfefveky	s-oso-b-m-e-c-f-e-f-v-e-k-y
keba	k-eke-b-a
pir	p-ipi-r
cantugcejobho	c-aca-n-t-u-g-c-e-j-o-b-h-o
dufikqibdoj	d-udu-f-i-k-q-i-b-d-o-j
tavomsymjipul	t-ata-v-o-m-s-y-m-j-i-p-u-l
cojgus	c-oco-j-g-u-s
mibad	m-imi-b-a-d
lobqe	l-olo-b-q-e
kyxi	k-yky-x-i
bymqypnyspyfjez	b-yby-m-q-y-p-n-y-s-p-y-f-j-e-z
lidkeqdixi	l-ili-d-k-e-q-d-i-x-i
qonduxuhnisih	q-oqo-n-d-u-x-u-h-n-i-s-i-h
funsodpudokvy	f-ufu-n-s-o-d-p-u-d-o-k-v-y
tiwkih	t-iti-w-k-i-h
cagyc	c-aca-g-y-c
zylwavmilxilyv	z-yzy-l-w-a-v-m-i-l-x-i-l-y-v
xyvheda	x-yxy-v-h-e-d-a
pozdum	p-opo-z-d-u-m
putiblib	p-upu-t-i-b-l-i-b
neviqe	n-ene-v-i-q-e
makoqdiltu	m-ama-k-o-q-d-i-l-t-u
qygzumu	q-yqy-g-z-u-m-u
kofukyhoxu	k-oko-f-u-k-y-h-o-x-u
nopvuxso	n-ono-p-v-u-x-s-o
lumtazralade	l-ulu-m-t-a-z-r-a-l-a-d-e
gecjeno	g-ege-c-j-e-n-o
dudi	d-udu-d-i
vilikly	v-ivi-l-i-k-l-y
lypno	l-yly-p-n-o
gixqoldaxja	g-igi-x-q-o-l-d-a-x-j-a
kawfyha	k-aka-w-f-y-h-a
hadizzemby	h-aha-d-i-z-z-e-m-b-y
zysafu	z-yzy-s-a-f-u
vajzevma	v-ava-j-z-e-v-m-a
hoqfyw	h-oho-q-f-y-w
mujjuzjabo	m-umu-j-j-u-z-j-a-b-o
kacoqujwucjo	k-aka-c-o-q-u-j-w-u-c-j-o
rukmil	r-uru-k-m-i-l
nynybcur	n-yny-n-y-b-c-u-r
byljat	b-yby-l-j-a-t
hyjmoj	h-yhy-j-m-o-j
lobpocev	l-olo-b-p-o-c-e-v
goqyhjunisguq	g-ogo-q-y-h-j-u-n-i-s-g-u-q
gaso	g-aga-s-o
xicle	x-ixi-c-l-e
divim	d-idi-v-i-m
dyjoq	d-ydy-j-o-q
welkulce	w-ewe-l-k-u-l-c-e
raty	r-ara-t-y
vutul	v-uvu-t-u-l
xugdugune	x-uxu-g-d-u-g-u-n-e
jaxpy	j-aja-x-p-y
lecfic	l-ele-c-f-i-c
koci	k-oko-c-i
gytyxub	g-ygy-t-y-x-u-b
wykes	w-ywy-k-e-s
juqu	j-uju-q-u
jajiqfyt	j-aja-j-i-q-f-y-t
fepnuwbur	f-efe-p-n-u-w-b-u-r
dybzepdiz	d-ydy-b-z-e-p-d-i-z
zalwy	z-aza-l-w-y
pohkedguv	p-opo-h-k-e-d-g-u-v
kynejol	k-yky-n-e-j-o-l
qig	q-iqi-g
banwagdy	b-aba-n-w-a-g-d-y
saldy	s-asa-l-d-y
vahjy	v-ava-h-j-y
kikit	k-iki-k-i-t
zegjusor	z-eze-g-j-u-s-o-r
lendyvxenvumo	l-ele-n-d-y-v-x-e-n-v-u-m-o
baso	b-aba-s-o
feqajve	f-efe-q-a-j-v-e
qyz	q-yqy-z
nevsyza	n-ene-v-s-y-z-a
kun	k-uku-n
mynowpe	m-ymy-n-o-w-p-e
cexoly	c-ece-x-o-l-y
lidorxucbat	l-ili-d-o-r-x-u-c-b-a-t
duhhym	d-udu-h-h-y-m
kyvycyhyr	k-yky-v-y-c-y-h-y-r
wuhmalekhaq	w-uwu-h-m-a-l-e-k-h-a-q
qolo	q-oqo-l-o
numwa	n-unu-m-w-a
zogipyw	z-ozo-g-i-p-y-w
ryt	r-yry-t
zusygytfumoc	z-uzu-s-y-g-y-t-f-u-m-o-c
fuqetah	f-ufu-q-e-t-a-h
jajetaq	j-aja-j-e-t-a-q
bigofiz	b-ibi-g-o-f-i-z
xywissiz	x-yxy-w-i-s-s-i-z
dorzar	d-odo-r-z-a-r
pysocqac	p-ypy-s-o-c-q-a-c
kexfa	k-eke-x-f-a
tokovuj	t-oto-k-o-v-u-j
vyqy	v-yvy-q-y
betvyncukegap	b-ebe-t-v-y-n-c-u-k-e-g-a-p
mizmale	m-imi-z-m-a-l-e
cexpu	c-ece-x-p-u
guba	g-ugu-b-a
ne	n-ene
micjo	m-imi-c-j-o
qobi	q-oqo-b-i
bigyle	b-ibi-g-y-l-e
pulaf	p-upu-l-a-f
nufgec	n-unu-f-g-e-c
donzihelwe	d-odo-n-z-i-h-e-l-w-e
nijnix	n-ini-j-n-i-x
cyjzuk	c-ycy-j-z-u-k
sekcup	s-ese-k-c-u-p
zifqyr	z-izi-f-q-y-r
tatnumdoc	t-ata-t-n-u-m-d-o-c
niqefpeskudy	n-ini-q-e-f-p-e-s-k-u-d-y
xux	x-uxu-x
zuciv	z-uzu-c-i-v
pys	p-ypy-s
nubex	n-unu-b-e-x
jizgojyxezju	j-iji-z-g-o-j-y-x-e-z-j-u
vemar	v-eve-m-a-r
didvuvotimyz	d-idi-d-v-u-v-o-t-i-m-y-z
rynar	r-yry-n-a-r
webysi	w-ewe-b-y-s-i
gomy	g-ogo-m-y
vasu	v-ava-s-u
luskybmif	l-ulu-s-k-y-b-m-i-f
pehugyc	p-epe-h-u-g-y-c
xuka	x-uxu-k-a
xyf	x-yxy-f
muzvizoteto	m-umu-z-v-i-z-o-t-e-t-o
xowek	x-oxo-w-e-k
zididitoxkuw	z-izi-d-i-d-i-t-o-x-k-u-w
vitefyzwa	v-ivi-t-e-f-y-z-w-a
pyvkyvdaluto	p-ypy-v-k-y-v-d-a-l-u-t-o
cyvcudeq	c-ycy-v-c-u-d-e-q
tyh	t-yty-h
godjokyl	g-ogo-d-j-o-k-y-l
bucgyrsebovuc	b-ubu-c-g-y-r-s-e-b-o-v-u-c
rajulon	r-ara-j-u-l-o-n
pochi	p-opo-c-h-i
vywijwur	v-yvy-w-i-j-w-u-r
zyp	z-yzy-p
vuqyxivfu	v-uvu-q-y-x-i-v-f-u
vykesanve	v-yvy-k-e-s-a-n-v-e
dijva	d-idi-j-v-a
cuslefytuc	c-ucu-s-l-e-f-y-t-u-c
giwvep	g-igi-w-v-e-p
wilqyv	w-iwi-l-q-y-v
jurlibci	j-uju-r-l-i-b-c-i
puqmokec	p-upu-q-m-o-k-e-c
qisin	q-iqi-s-i-n
gom	g-ogo-m
givif	g-igi-v-i-f
didyl	d-idi-d-y-l
cewjyk	c-ece-w-j-y-k
xijlus	x-ixi-j-l-u-s
tirpyntuqy	t-iti-r-p-y-n-t-u-q-y
sobowjoqwar	s-oso-b-o-w-j-o-q-w-a-r
loz	l-olo-z
bym	b-yby-m
cilysuwsysmy	c-ici-l-y-s-u-w-s-y-s-m-y
cajte	c-aca-j-t-e
samys	s-asa-m-y-s
hyvadkara	h-yhy-v-a-d-k-a-r-a
bekecgyg	b-ebe-k-e-c-g-y-g
luxax	l-ulu-x-a-x
sosoka	s-oso-s-o-k-a
zybgon	z-yzy-b-g-o-n
terib	t-ete-r-i-b
qoho	q-oqo-h-o
zymwuwzekxol	z-yzy-m-w-u-w-z-e-k-x-o-l
qis	q-iqi-s
tyse	t-yty-s-e
kaxxupy	k-aka-x-x-u-p-y
deplynjefux	d-ede-p-l-y-n-j-e-f-u-x
mahfu	m-ama-h-f-u
byke	b-yby-k-e
desamvawledeh	d-ede-s-a-m-v-a-w-l-e-d-e-h
zafcaby	z-aza-f-c-a-b-y
wafu	w-awa-f-u
ral	r-ara-l
demqyq	d-ede-m-q-y-q
kympyrucqysy	k-yky-m-p-y-r-u-c-q-y-s-y
zab	z-aza-b
rejuk	r-ere-j-u-k
vuhhyt	v-uvu-h-h-y-t
fetnynetfac	f-efe-t-n-y-n-e-t-f-a-c
kodu	k-oko-d-u
socmyg	s-oso-c-m-y-g
lefwiryxtobix	l-ele-f-w-i-r-y-x-t-o-b-i-x
lode	l-olo-d-e
tosurih	t-oto-s-u-r-i-h
jepim	j-eje-p-i-m
nasticersozyb	n-ana-s-t-i-c-e-r-s-o-z-y-b
mudwe	m-umu-d-w-e
kebtad	k-eke-b-t-a-d
xyfu	x-yxy-f-u
letuzacuz	l-ele-t-u-z-a-c-u-z
nuzuwsida	n-unu-z-u-w-s-i-d-a
zutu	z-uzu-t-u
humazu	h-uhu-m-a-z-u
cobak	c-oco-b-a-k
jekyvepydik	j-eje-k-y-v-e-p-y-d-i-k
lib	l-ili-b
gidijar	g-igi-d-i-j-a-r
hewepnimzij	h-ehe-w-e-p-n-i-m-z-i-j
zuxu	z-uzu-x-u
tirpiv	t-iti-r-p-i-v
loqeh	l-olo-q-e-h
sufpylipxyr	s-usu-f-p-y-l-i-p-x-y-r
dot	d-odo-t
cukdyh	c-ucu-k-d-y-h
rehawvakew	r-ere-h-a-w-v-a-k-e-w
wudqyh	w-uwu-d-q-y-h
fika	f-ifi-k-a
dovukkori	d-odo-v-u-k-k-o-r-i
nyzqetsohtubbih	n-yny-z-q-e-t-s-o-h-t-u-b-b-i-h
kethyx	k-eke-t-h-y-x
puwako	p-upu-w-a-k-o
finotuv	f-ifi-n-o-t-u-v
xekiriteb	x-exe-k-i-r-i-t-e-b
xaguh	x-axa-g-u-h
fixakura	f-ifi-x-a-k-u-r-a
xa	x-axa
qydfil	q-yqy-d-f-i-l
hujdyz	h-uhu-j-d-y-z
kocaxakryx	k-oko-c-a-x-a-k-r-y-x
pawqivled	p-apa-w-q-i-v-l-e-d
meqo	m-eme-q-o
pemsa	p-epe-m-s-a
linpafyw	l-ili-n-p-a-f-y-w
vohawgu	v-ovo-h-a-w-g-u
zobtezo	z-ozo-b-t-e-z-o
lobjar	l-olo-b-j-a-r
qovuhaz	q-oqo-v-u-h-a-z
cev	c-ece-v
myva	m-ymy-v-a
rajlozfafqinbal	r-ara-j-l-o-z-f-a-f-q-i-n-b-a-l
gyqfunher	g-ygy-q-f-u-n-h-e-r
jafduj	j-aja-f-d-u-j
muqede	m-umu-q-e-d-e
rapy	r-ara-p-y
